seq,first name,last name,age,street,city,state,zip,dollar,pick,date
73,Kyle,Patton,56,Faoci Center,Waslubav,TX,97845,$245.61,YELLOW,09/25/1942
74,Flora,Davidson,62,Hufu Path,Ohofika,MO,95144,$5327.03,GREEN,06/03/1919
75,Ronald,Cross,21,Renso Center,Vovuhzo,KS,87824,$9723.78,WHITE,02/11/2011
76,Lou,Todd,36,Pivon River,Fagibip,NJ,87472,$4252.44,RED,05/16/2037
77,Eddie,Dennis,63,Vadwe Avenue,Nudmosoh,TN,52518,$354.50,RED,03/22/1959
78,Effie,Potter,48,Duug Circle,Oviwahe,ND,17929,$466.88,WHITE,05/14/2030
79,Matthew,Pratt,51,Deep Avenue,Bimafjud,ID,14524,$1914.45,BLUE,11/01/1988
80,Daniel,Gibson,43,Wuveta Terrace,Reokovob,NH,57506,$1276.04,GREEN,10/16/1984
81,Hattie,Gutierrez,31,Kafom Grove,Reoneto,RI,33744,$2481.39,BLUE,02/20/2068
82,Lola,Potter,31,Pahib Way,Ocwemo,NC,47242,$9082.50,YELLOW,08/28/2017
83,Calvin,Riley,46,Hahep Boulevard,Kiwadev,TX,45088,$8248.99,GREEN,03/20/1939
84,Mathilda,Fields,21,Havaz Road,Fuwzuki,MT,80203,$3814.94,RED,02/20/2036
85,Franklin,Joseph,55,Ebboj Highway,Azkuvi,CT,3572,$5268.10,RED,03/02/1973
86,Amanda,Hardy,31,Ufapi Place,Hinesaj,MA,53020,$2938.70,RED,09/24/1921
87,Barry,Marshall,61,Tikus Road,Lutbibja,CA,2525,$8066.48,YELLOW,05/08/1920
88,Clarence,Chandler,64,Cepi Manor,Gawgodnod,MO,99114,$3763.07,WHITE,03/14/1910
89,Larry,Dixon,60,Osri Path,Fimorgis,NE,83664,$1615.19,BLUE,11/26/1921
90,Albert,Richards,28,Opok View,Wofkotet,CT,99154,$1245.43,YELLOW,05/25/2023
91,Harry,French,65,Jupu Place,Sujfiwez,WY,43198,$8888.14,YELLOW,01/08/2008
92,Millie,Alexander,47,Bopit Park,Nucdecli,MT,11118,$3141.32,WHITE,02/23/2052
93,Cody,Cox,29,Kakme Ridge,Ifiludo,NC,4136,$857.02,WHITE,07/25/1925
94,Cecilia,Bates,24,Uvajen Path,Dasdewac,VA,33667,$4328.61,RED,12/20/1905
95,Mayme,Farmer,33,Erpel Trail,Ipusowhob,DC,6202,$4272.07,YELLOW,12/19/1968
96,Leah,Cross,63,Deto Extension,Abparuc,WV,81270,$2502.48,GREEN,02/24/1903
97,Elva,Valdez,20,Zoacu Way,Osiupubo,KY,5504,$4755.36,GREEN,07/16/1926
98,Helen,Stevens,47,Neflal Grove,Beebubuh,CO,61009,$7444.57,RED,03/31/1943
99,John,Schneider,18,Vaffof Square,Kakica,AR,34969,$3627.12,YELLOW,06/22/2005
100,Adele,Francis,38,Rouw Avenue,Terahiz,DC,99443,$4417.93,YELLOW,12/21/1912
101,Nell,Alvarez,34,Nigaj Plaza,Ciworrib,ND,5781,$6482.24,RED,03/10/1939
102,Abbie,Garcia,65,Sewme Ridge,Etkabkor,ND,68215,$984.48,BLUE,04/30/2047
103,Jennie,Grant,26,Nonta Plaza,Ihesuivi,MO,25751,$196.09,GREEN,11/27/1980
104,Edith,Fisher,62,Pasat Highway,Delofon,OH,88880,$7578.63,YELLOW,10/23/2049
105,Francisco,Clayton,57,Bisse Mill,Doluiz,IN,62124,$4994.02,BLUE,09/12/2012
106,Cole,Rivera,27,Zonvuz Ridge,Ipdoet,VA,3649,$7242.31,GREEN,10/05/2030
107,Mable,Goodman,55,Bufcil Avenue,Iraceeje,WA,50490,$2440.08,WHITE,09/01/1963
108,Kenneth,Hardy,44,Nazbu Plaza,Dideara,NM,8308,$1056.72,BLUE,04/07/1906
109,Ethel,Mann,51,Zeho Path,Absedre,DE,63038,$7030.59,BLUE,10/17/1991
110,Marvin,Reeves,60,Icfi Way,Apbome,OK,38314,$868.07,BLUE,09/18/2048
111,Georgia,Lopez,63,Deil Turnpike,Kazitra,GA,81773,$7305.25,YELLOW,04/29/2000
112,Alejandro,Craig,34,Ruwwa Pike,Uvabowa,MD,28005,$9169.67,WHITE,08/01/2061
113,Lucas,Hammond,38,Mipo Trail,Nanmopad,OK,29638,$8747.56,YELLOW,01/29/2028
114,Harriet,Russell,57,Azro Extension,Godugu,OR,55297,$7683.01,GREEN,08/30/1984
115,Corey,Bates,48,Palefo Pass,Pobacuik,OK,89305,$1199.47,WHITE,07/31/1978
116,Russell,Rodriquez,48,Dizid Highway,Abjaffaz,WI,29150,$7307.55,GREEN,07/26/2060
117,Ivan,Robbins,41,Fane Trail,Fahpafut,CO,40603,$3795.92,GREEN,01/18/2042
118,Leah,McLaughlin,50,Recim Road,Omvoat,MO,36282,$1121.16,WHITE,06/20/2015
119,Charlotte,Carr,34,Weib Highway,Cuvivab,MD,22647,$3851.93,BLUE,01/27/2047
120,Harold,Griffith,33,Ibaar Square,Budifli,MT,3262,$4314.64,WHITE,04/22/2026
121,Alberta,Silva,19,Okji Heights,Kibhezjo,NE,86525,$782.59,GREEN,12/12/1908
122,Nathaniel,Cook,29,Erzol Extension,Zuuvor,MD,97712,$7086.98,YELLOW,01/17/2030
123,Irene,Hines,55,Manic Manor,Vepikake,GA,68281,$299.81,GREEN,03/12/1957
124,Keith,Drake,61,Bihsac Point,Ezecejuv,NY,27219,$1016.05,YELLOW,04/19/2030
125,Cecelia,Richardson,20,Ibzi Parkway,Winisoj,IN,42693,$7887.60,BLUE,03/28/1902
126,Rosie,Morris,47,Piruk Key,Sadonhov,CO,66975,$7415.60,YELLOW,12/09/1914
127,Anne,Owens,18,Moit Terrace,Nuzciru,MS,42946,$571.21,GREEN,12/28/2047
128,Kate,Gutierrez,23,Jepafe Circle,Hocapuir,SC,18780,$964.61,GREEN,12/08/1953
129,Wayne,Figueroa,37,Puwu Boulevard,Asafoffov,UT,39097,$8441.24,WHITE,04/22/1926
130,Lizzie,Hodges,39,Lared Circle,Heenah,IA,43999,$7546.98,YELLOW,09/10/2003
131,Willie,Lambert,55,Juvwo Center,Tagokuh,NH,91594,$9642.89,YELLOW,09/15/2039
132,Rosie,Jimenez,50,Eliciw Heights,Zotcoaj,CO,47540,$8839.39,BLUE,04/01/1903
133,Rosetta,Horton,42,Loman Park,Osbuhoho,DE,15758,$422.62,WHITE,10/25/1998
134,Daisy,Fox,60,Verlu Trail,Tousomu,WA,46127,$8011.58,BLUE,10/11/1991
135,Della,West,43,Kawa Grove,Nugufbog,SC,53325,$7421.65,RED,09/24/2035
136,Pauline,Newman,49,Paner Terrace,Pecvujuja,MD,34020,$9766.60,YELLOW,03/12/1905
137,Garrett,Peters,59,Kupsen Terrace,Mengawro,MI,39873,$3054.32,BLUE,10/01/2047
138,Lulu,Hill,23,Hofa Avenue,Secbowti,TX,59001,$2389.90,YELLOW,03/25/2022
139,Edwin,Williamson,40,Tiza Circle,Gekduik,WY,87019,$1610.89,RED,04/15/1979
140,Jesus,Baker,35,Dovcim Turnpike,Lepduztaj,OH,59093,$8222.80,YELLOW,05/14/2052
141,Leonard,Stephens,43,Gamot Way,Dajakab,FL,28565,$3869.98,GREEN,07/25/2008
142,Charlie,Kelley,58,Digjam Loop,Guivamu,MO,96027,$4385.04,RED,09/01/1995
143,Jesse,Garza,41,Osili View,Nutnaure,HI,7147,$390.93,BLUE,12/17/1953
144,Jack,Hunter,34,Tefwa Plaza,Cifasowa,MN,64016,$6619.64,YELLOW,03/31/2001
145,Lela,Perez,64,Zuvhur Circle,Moscuwe,IN,40686,$8363.81,WHITE,10/23/2016
146,Betty,Wolfe,39,Harub View,Lungosaw,NJ,25534,$4701.31,YELLOW,02/06/1962
147,Ruby,Pearson,61,Vela Street,Hageiv,NY,59710,$3716.68,GREEN,03/09/1982
148,Kenneth,Atkins,44,Bareg Circle,Giwvaba,RI,84779,$9831.28,BLUE,01/13/2007
149,Henrietta,Gonzalez,42,Ezane Extension,Vishamka,WA,2869,$4407.78,WHITE,12/04/2060
150,Mayme,Herrera,39,Raotu Pass,Suolbob,NY,87492,$1819.55,GREEN,06/07/1972
151,Madge,Cummings,47,Sezdi Way,Sianared,IL,96578,$5477.33,YELLOW,05/16/2020
152,Ruby,Hernandez,53,Povri Ridge,Lizhabu,GA,89760,$5612.07,YELLOW,11/23/1909
153,Anne,Strickland,42,Edojok Street,Ahozirsi,OH,56902,$6655.29,GREEN,11/27/2040
154,Ophelia,Ballard,26,Kaga Court,Linmobehi,MD,76712,$6200.31,WHITE,03/31/1987
155,Bernice,Page,64,Cefkig Lane,Ohesafez,NM,30357,$9402.86,WHITE,03/03/1993
156,Christina,Holloway,42,Peit Trail,Joruro,PA,97583,$96.08,BLUE,10/10/1934
157,Nettie,Hayes,47,Dofma Junction,Mifdacu,AZ,60622,$9048.02,YELLOW,11/17/2055
158,Sylvia,Carr,62,Ojijo Place,Jenhagobe,GA,93484,$5259.87,BLUE,10/23/2059
159,Devin,Fox,39,Solam Turnpike,Susnomik,PA,62498,$9900.92,WHITE,01/15/1904
160,Alta,Drake,25,Geis Grove,Febbujhi,ME,65642,$2254.48,BLUE,06/30/1937
161,Ella,Lane,33,Nusova Plaza,Okeazse,WY,88542,$9821.84,GREEN,06/07/1986
162,Loretta,Ryan,19,Tewar Lane,Risivi,MO,69386,$275.33,GREEN,07/15/2021
163,Mabelle,Graves,52,Jaznu Circle,Vabemhom,WY,88475,$6566.01,RED,02/05/1935
164,Fanny,Smith,49,Ikoraw Junction,Cibonfeg,WY,66641,$3705.98,YELLOW,07/26/1975
165,Louise,Howell,65,Iwla Glen,Fejlothod,MI,48167,$7226.81,BLUE,11/10/1949
166,Miguel,Delgado,41,Ovted Place,Heteben,VA,78259,$1501.92,GREEN,01/09/2051
167,Lulu,Pena,22,Bimjed Loop,Uftobig,WI,53468,$9265.42,WHITE,09/24/1978
168,Inez,Gonzalez,53,Deav Mill,Fadujfoj,CA,6377,$935.18,WHITE,02/19/1996
169,Barbara,Murray,25,Kupuj Court,Sidejha,ME,98298,$7302.24,RED,10/06/1962
170,Clarence,Gonzalez,36,Aguci Junction,Kugedega,IA,25291,$6938.84,RED,06/07/1975
171,Bill,Cummings,24,Taib Street,Nazeab,OH,63377,$2215.25,WHITE,04/25/2063
172,Nathaniel,Swanson,38,Iwice River,Jazeddo,FL,48952,$1731.46,RED,01/10/1952
173,Elva,Lamb,39,Coim River,Lufinzu,KS,20233,$2306.11,BLUE,03/17/2038
174,Georgie,Roy,46,Dotas Trail,Vicube,CA,71652,$9975.96,WHITE,02/28/1958
175,Steven,Alvarado,24,Kuce Plaza,Getige,RI,18941,$3860.61,BLUE,06/01/1949
176,Winnie,Moran,47,Fakwo Plaza,Zulajow,NY,39860,$7272.15,WHITE,07/16/1999
177,Susie,Dixon,54,Cifer Highway,Apiigohid,CA,51242,$659.47,WHITE,11/04/1948
178,Ellen,Horton,51,Lajube Highway,Wekrente,RI,99285,$9569.30,BLUE,02/21/2034
179,Daniel,Pena,52,Sobkap Mill,Jijcivdaj,MO,15159,$2491.56,BLUE,05/26/2016
180,Harriett,Garcia,41,Josim Court,Jihapih,MN,8593,$2584.62,WHITE,06/12/2040
181,Max,Fuller,29,Uvikof Terrace,Awabutjed,VT,77025,$1348.79,YELLOW,07/16/1992
182,Anthony,Curry,55,Ospu Avenue,Efuonugok,MT,51588,$2200.02,GREEN,08/08/2043
183,Brian,Romero,20,Cezih Parkway,Feggiti,TX,24328,$2725.52,GREEN,04/19/1944
184,Jean,Green,19,Molu Turnpike,Docevad,AL,35235,$9457.34,BLUE,12/31/2043
185,Brandon,Duncan,52,Siuc Road,Sidwuzod,VA,15034,$8356.48,GREEN,11/05/1912
186,Floyd,Harper,56,Zojize Boulevard,Vubensek,CT,13731,$1785.67,GREEN,02/05/2050
187,Chester,Rodriquez,55,Pirci Grove,Vusata,AL,30369,$1964.90,GREEN,07/05/1916
188,Mamie,Simon,25,Hokoz Junction,Vefiejo,TX,92528,$6783.50,RED,05/21/1926
189,Billy,Kennedy,64,Huji Street,Koshoja,NJ,70724,$1418.27,YELLOW,06/21/1945
190,Franklin,Sullivan,59,Jepfoc Circle,Posuuc,CT,81523,$4836.19,GREEN,05/18/1944
191,Louisa,Rios,53,Mazo Drive,Giweov,MS,9154,$9334.21,RED,11/17/1926
192,Adeline,Miller,56,Pozo Trail,Hazelhuw,RI,96706,$9831.86,BLUE,07/03/1921
193,Isaac,Estrada,38,Givif Point,Esvukcuf,MO,27621,$9304.24,RED,11/07/1997
194,Rosalie,Stewart,18,Donuh Drive,Ebowefbu,UT,90465,$9237.51,WHITE,03/19/2039
195,Jack,Perez,19,Egta Highway,Duehuzo,RI,36126,$9766.17,YELLOW,03/14/2005
196,Corey,Perez,60,Pezin Parkway,Waffipub,UT,86711,$7696.67,WHITE,07/11/1914
197,Christine,Moore,31,Pucni Mill,Motemuw,ND,20371,$7840.36,BLUE,03/19/2055
198,Jeff,Taylor,27,Mova Square,Witifci,ME,19706,$9376.53,GREEN,05/31/1967
199,Brett,Gross,46,Rugba Glen,Nironme,CO,77262,$5719.82,BLUE,07/19/2070
200,Isabelle,Owens,44,Wavopo Manor,Ranjiwi,KY,33097,$2109.04,GREEN,10/26/1970
201,Amanda,Price,32,Tijkoc Pike,Hezvipdu,TX,13113,$2922.29,BLUE,05/04/1981
202,Hulda,Moreno,36,Himdu Loop,Gozofoafu,NE,65466,$6571.87,BLUE,03/30/1980
203,Charlie,Lyons,63,Rodu Street,Igatenit,OH,68575,$8735.57,YELLOW,10/02/2045
204,Donald,Summers,45,Vozbu Point,Hitkoet,IL,64602,$4809.23,WHITE,09/04/1957
205,Bruce,Kelly,36,Fujol Terrace,Wehebale,DC,77295,$1050.85,YELLOW,05/01/1905
206,Lucille,Clayton,36,Teif Road,Esehiv,AR,81054,$5283.96,GREEN,12/28/1932
207,Beulah,Beck,26,Osefog Pass,Ujazowos,KY,4741,$6197.23,YELLOW,09/01/2013
208,Sally,Cox,24,Derbef Ridge,Wuknukeva,OH,43156,$9589.11,RED,11/19/1997
209,Ruth,Ball,42,Tilaf Ridge,Wizdenosi,TX,87343,$9512.51,BLUE,01/11/2028
210,Chris,Hubbard,45,Lazohi Trail,Mapovbe,NV,92226,$8693.16,WHITE,08/03/1904
211,Edwin,Gill,47,Pavup Grove,Daveszi,OK,77603,$9723.06,GREEN,12/13/1957
212,Beatrice,Steele,56,Fowe Junction,Behnakten,SD,6783,$2017.80,BLUE,06/25/1938
213,Amy,Spencer,43,Vawzo Court,Empabzug,SD,18505,$4575.07,WHITE,02/12/1962
214,Clara,Tucker,38,Unuru Turnpike,Dodmapbek,AL,61975,$5232.37,YELLOW,07/28/1973
215,Minnie,Turner,31,Gonrik Key,Simirra,NE,53782,$2835.83,BLUE,04/11/1969
216,Minerva,Drake,23,Huhzuw Turnpike,Ebubigut,AL,3326,$5525.64,YELLOW,08/16/2017
217,Rosalie,Sanchez,20,Cono Path,Wogrofug,TX,19424,$1980.14,RED,10/03/2019
218,Leila,Wolfe,56,Ducpub Circle,Votnocod,AZ,51799,$5052.37,RED,12/17/1976
219,Nelle,Fisher,57,Wezle View,Fahzegew,OH,19221,$9951.30,RED,01/15/1940
220,Douglas,Tran,26,Jokwi Plaza,Jodane,IN,65772,$5430.64,BLUE,01/17/1965
221,Caleb,Haynes,35,Pucake Junction,Lewcosac,UT,25360,$6149.75,BLUE,10/10/2011
222,Jim,Wise,28,Gehum Boulevard,Ageuviz,WI,17646,$4515.98,WHITE,05/21/1987
223,Chad,Little,48,Fesu Square,Mapdeel,AZ,77115,$2249.21,WHITE,01/05/2035
224,Isabella,Watson,36,Cicfa Park,Wewole,PA,53532,$410.20,RED,10/11/1900
225,Ora,Gibson,59,Ucavok Pike,Dinmojda,SD,50702,$8265.65,GREEN,09/15/1915
226,Jeremiah,Goodwin,47,Toago Junction,Kusetne,MD,74561,$8549.68,WHITE,10/01/1946
227,Christine,Waters,29,Poagi Street,Ficepzad,IL,61284,$489.06,BLUE,05/08/1998
228,Leo,Foster,47,Ejato Highway,Wemisune,ID,21480,$8933.98,BLUE,03/15/1921
229,Marion,Hampton,56,Piti Lane,Alabodnu,PA,87751,$535.59,RED,10/19/1910
230,Allen,Goodman,53,Lirjag Trail,Hidujuhuv,DC,60079,$788.99,BLUE,10/08/1914
231,Cornelia,Fuller,37,Nagen Heights,Dilwemuwu,WI,7490,$9483.04,GREEN,01/13/1936
232,Alta,Pittman,33,Rojbo Extension,Degdile,NJ,39134,$9652.13,BLUE,12/03/1910
233,Tony,Freeman,55,Fobse Drive,Gapufew,AL,50626,$8981.08,GREEN,03/12/1909
234,Gabriel,Becker,22,Nawte Lane,Hojetenih,WY,99978,$4364.81,GREEN,05/07/2060
235,Bess,Reid,65,Raga Heights,Bolokaj,MA,67282,$1022.56,YELLOW,07/28/1933
236,Essie,Greer,20,Fazo Grove,Birorape,OK,89517,$3514.53,RED,07/20/2011
237,Christian,Walters,22,Salaj Street,Kusaoga,OK,48350,$6599.16,GREEN,07/29/2034
238,Rodney,Gibbs,64,Ovfe Junction,Jupemi,DC,68743,$2561.54,BLUE,01/19/2055
239,Bobby,Robertson,40,Natrih Turnpike,Avuzaniw,VA,3105,$592.90,GREEN,07/01/2010
240,Lida,Malone,25,Arkuv Path,Mubavma,MT,93710,$5740.20,RED,09/21/2005
241,Mae,Palmer,20,Tagcob Manor,Waguowa,AR,94123,$4100.12,YELLOW,05/19/2001
242,Nell,Ellis,59,Efagum Center,Opreaku,AL,5707,$9141.74,GREEN,04/06/1917
243,Ralph,Carson,31,Duco View,Gojhuto,NE,5722,$5866.78,RED,05/10/1974
244,Belle,Wheeler,62,Irune Pass,Fedkava,ID,40736,$1778.47,RED,11/17/1996
245,Effie,Ray,29,Kecet Mill,Kavovceh,HI,83349,$3506.71,GREEN,05/21/2043
246,Lou,Campbell,51,Vumnu Square,Coftuefu,NM,61360,$2628.24,GREEN,11/25/1953
247,Catherine,Santiago,21,Arzel Grove,Pakupah,MO,89430,$625.17,YELLOW,04/30/1967
248,Ralph,Watts,31,Fevzol Avenue,Dahaffob,NH,37644,$3617.64,BLUE,09/08/2055
249,Hallie,Maxwell,50,Azga Center,Mehlomtes,MI,48144,$6297.12,WHITE,01/15/2067
250,Sara,Abbott,31,Aheja Square,Lesunuke,SC,79588,$1848.39,RED,12/21/2020
251,Margaret,Moody,19,Cedaj Drive,Obojoro,MN,43955,$2709.99,YELLOW,06/03/2007
252,Brandon,Mann,18,Ruru Glen,Tivamuv,NC,87463,$96.91,RED,07/14/2046
253,Ruby,Franklin,29,Vutug Pike,Vohjanol,SD,9458,$8941.40,BLUE,03/23/1920
254,Lula,Henry,52,Pilis Boulevard,Omcuzujo,CT,38963,$9373.13,YELLOW,03/30/2004
255,Isabel,Lamb,25,Hivsa River,Rumopu,MT,34596,$4707.10,WHITE,05/06/2068
256,Theodore,Fields,59,Tecem Lane,Opfiksew,MT,18969,$8575.17,WHITE,09/02/2068
257,Ivan,Underwood,42,Wigmov Highway,Daivben,IA,14205,$2955.11,BLUE,11/18/1997
258,Brent,Fernandez,21,Novit Key,Fahrirak,WV,2574,$3259.03,YELLOW,07/09/2040
259,Bryan,Cox,34,Reun Lane,Lorerahi,WY,1405,$7745.69,WHITE,06/12/1904
260,Kate,Norton,35,Jehaw Center,Motcudjic,NE,47281,$942.56,BLUE,09/28/1902
261,Lena,Daniels,59,Menmev Plaza,Ojihiwuc,DC,67549,$6429.17,RED,12/30/2041
262,Harriett,Curry,51,Obbi Point,Jijrakbu,NH,66816,$7513.90,BLUE,01/12/2046
263,Annie,Matthews,61,Velziw Avenue,Ahupehad,FL,85270,$6947.36,BLUE,02/20/1963
264,Erik,Reyes,35,Ozje Road,Bissavo,NV,79554,$4789.02,RED,04/18/1957
265,Jon,Silva,26,Noefa Court,Lovokoz,FL,5712,$2076.29,GREEN,03/13/1916
266,Katie,Barnes,40,Inpal Junction,Opaojsup,NJ,72190,$5402.64,RED,07/31/1988
267,Harriet,George,49,Sidduf Mill,Casmasi,CA,95742,$8464.13,WHITE,01/10/2023
268,Addie,Miller,55,Fofu Manor,Litmukot,DC,6159,$856.91,WHITE,12/07/1988
269,Max,Wells,32,Rijli Trail,Zepsavis,VA,39233,$8713.90,GREEN,10/16/1931
